QuestionID,AnswerID,Answer Correct/Incorrect,TA Feedback,Student Response,Error Steps,Error Type,Syntax Correction,,Notes From Mich or Uzay,,Notes From Dev
F19_HW2_Q3_P2,224,0,,"[""(~(~x))<->x"",""x<->x"",""~xvx"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,226,1,,"[""(~(~x))<->x"",""(~(~x)->x)^(x->~(~x))"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,228,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,236,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,238,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,240,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,242,0,,"[""(~(~(x))<->x"",""x<->x"",""(x->x)^(x->x)"",""x->x"",""~xvx"",""T""]",0,Syntax,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,Make sure you close your parentheses
F19_HW2_Q3_P2,244,0,,"[""(~(~x))<->x"",""x<->x"",""(x^x)v(~x^~x)"",""xv~x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,246,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,249,1,,"[""(~(~x))<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,251,1,,"[""(~(~x))<->x"",""x<->x"",""x->x^x->x"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,253,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,255,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,257,0,,"[""(~(~x))<->x"",""x<->x""]","0,1",Other,,,,,Complete the question and don't skip steps
F19_HW2_Q3_P2,259,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,261,0,,"[""(~(~x))<->x)"",""x<->x"",""T""]",0,Syntax,"[""(~(~x))<->x"",""x<->x"",""T""]",,,,Make sure you don't have extra close parentheses and don't skip steps
F19_HW2_Q3_P2,265,0,,"[""(~(~x))<->x"",""x<->x"",""(x^x)v(~x^~x)"",""TvT"",""T""]","2,3",Negation,,,,,Negation was used incorrectly. Should have used idempotence and don't skip steps
F19_HW2_Q3_P2,267,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,269,0,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T""]","3,4",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,273,0,,"[""(~(~x))<->x"",""(x->x)^(x->x)"",""T^T"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,279,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,281,0,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""T^T"",""T""]","2,3",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,283,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,287,0,,"[""(~(~x))<->x"",""(x)<->x"",""x<->x"",""T""]","2,3",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,288,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,290,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,294,1,,"[""(~(~x))<->x"",""((~(~x))->x)^(x->(~(~x)))"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,296,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""~xv(x^x)"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,298,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,300,1,,"[""(~(~x))<->x"",""~~x<->x"",""(x->x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,302,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,304,0,,"[""(~(~x))<->x"",""(~(~(x))->x"",""~(~(~(x)))vx"",""xv~x"",""T"",""x->(~(~(x)))"",""~xv(~(~(x)))"",""~xvx"",""T""]","0,1",Syntax,"[""(~(~x))<->x"",""(~(~x))->x"",""~(~(~(x)))vx"",""xv~x"",""T"",""x->(~(~(x)))"",""~xv(~(~(x)))"",""~xvx""T""]",,,,Don't split up the question when inputting your answer
F19_HW2_Q3_P2,305,0,,"[""(~(~x))<->x"",""x<->x"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,307,0,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""T^T"",""T""]","2,3",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,309,1,,"[""(~(~x))<->x"",""~~x<->x"",""(x->x)^(x->x)"",""(x->x)"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,311,0,,"[""(~(~x))<->x"",""(~(~x))->x)^(x->~(~x))"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]","0,1",Syntax,"[""(~(~x))<->x"",""(~(~x))->x^(x->~(~x))"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,Don't add extra closed parentheses
F19_HW2_Q3_P2,313,0,,"[""(~(~x))<->x"",""((~(~x))->x)^(x->(~(~x))"",""(~(~x)->x)"",""x->x"",""~xvx"",""x"",""T""]","0,1",Syntax,"[""(~(~x))<->x"",""((~(~x))->x)^x->(~(~x))"",""(~(~x)->x)"",""x->x"",""~xvx"",""x"",""T""]",,,,Don't leave parentheses open and review idempotence and negation
F19_HW2_Q3_P2,319,0,,"[""(~(~x))<->x"",""x""]","0,1",Other,,,,,Complete the question
F19_HW2_Q3_P2,321,0,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""T^T"",""T""]","2,3",Skipped Steps,,,,,Don't skip steps
F19_HW2_Q3_P2,323,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""x->x"",""~xvx"",""T""]",,,,,,,
F19_HW2_Q3_P2,325,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,327,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,329,1,,"[""(~(~x))<->x"",""x<->x"",""(x->x)^(x->x)"",""(~xvx)^(~xvx)"",""T^T"",""T""]",,,,,,,
F19_HW2_Q3_P2,330,0,,"[""(~(~x))<->x"",""x<->x"",""(~xvx)^(~xvx)"",""~xvx"",""T""]","1,2",Skipped Steps,,,,,Don't skip steps
